/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_37_568.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_37_568.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_37_568.jpg,-1,0,0,1.112614
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_37_650.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_37_650.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_37_650.jpg,-1,0,0,1.095577
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_37_735.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_37_735.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_37_735.jpg,-1,0,0,1.074602
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_37_817.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_37_817.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_37_817.jpg,-1,0.1852319,0,1.150854
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_37_905.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_37_905.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_37_905.jpg,-1,0.1782954,0,1.387688
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_37_987.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_37_987.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_37_987.jpg,-1,0,0,1.385824
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_38_066.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_38_066.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_38_066.jpg,-1,0,0,1.364684
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_38_147.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_38_147.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_38_147.jpg,-1,0,0,1.344469
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_38_230.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_38_230.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_38_230.jpg,-1,0,0,1.324524
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_38_317.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_38_317.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_38_317.jpg,-0.7511382,0.1917329,0,1.392251
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_38_400.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_38_400.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_38_400.jpg,-0.5027893,0.4400818,0,1.83339
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_38_479.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_38_479.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_38_479.jpg,-0.2541099,0.6887612,0,2.372759
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_38_561.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_38_561.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_38_561.jpg,-0.006240845,0.9366302,0,3.169168
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_38_644.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_38_644.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_38_644.jpg,0,1,0,4.111141
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_38_725.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_38_725.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_38_725.jpg,0,1,0,5.04383
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_38_810.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_38_810.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_38_810.jpg,0,1,0,5.969234
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_38_893.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_38_893.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_38_893.jpg,0,1,0,6.887473
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_38_977.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_38_977.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_38_977.jpg,0,1,0,8.025234
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_39_059.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_39_059.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_39_059.jpg,-0.15,1,0,8.922083
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_39_145.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_39_145.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_39_145.jpg,-0.1659415,1,0,9.801766
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_39_228.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_39_228.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_39_228.jpg,0,1,0,10.68742
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_39_311.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_39_311.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_39_311.jpg,0,1,0,11.66617
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_39_394.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_39_394.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_39_394.jpg,0,1,0,12.4794
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_39_476.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_39_476.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_39_476.jpg,0,1,0,13.5179
/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_22_19_53_39_562.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_22_19_53_39_562.jpg,/home/lhy/Documents/Udacity/Assgt3/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_22_19_53_39_562.jpg,0,1,0,14.41671
